EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,Location,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,PerformanceRating,WorkLifeBalance,JobSatisfaction,TrainingTimesLastYear,OverTime,Attrition,HireDate,LastWorkingDate
230,22,Other,Finance,Analyst,Masters,Divorced,Hyderabad,59922,4,2,1,2,2,1,1,No,Yes,2021-12-15,2022-06-24
231,51,Other,Marketing,Engineer,Bachelors,Divorced,Bangalore,139863,14,8,6,1,3,1,2,Yes,No,2012-08-10,
232,27,Other,Marketing,Specialist,PhD,Married,Hyderabad,117359,15,11,0,4,4,4,6,Yes,No,2015-03-29,
233,49,Male,R&D,Executive,High School,Single,Chennai,118723,5,6,1,1,3,1,3,No,No,2013-06-26,
234,55,Other,HR,Manager,Bachelors,Married,Hyderabad,116774,13,6,4,1,1,2,4,Yes,No,2015-10-06,
235,47,Male,Operations,Executive,Bachelors,Divorced,Mumbai,26548,5,14,4,3,2,3,9,Yes,No,2015-09-05,
236,33,Other,Finance,Analyst,High School,Divorced,Hyderabad,173812,17,12,4,2,1,2,4,No,No,2020-04-16,
237,55,Other,Marketing,Engineer,PhD,Married,Bangalore,161706,19,6,4,1,2,2,3,No,No,2022-03-20,
238,38,Female,Sales,Associate,High School,Single,Hyderabad,41223,2,8,3,4,1,2,9,No,No,2011-04-07,
239,37,Female,Operations,Associate,Masters,Married,Pune,23191,8,8,0,3,2,4,0,No,No,2015-09-02,
240,41,Male,IT,Associate,High School,Single,Delhi,147734,1,7,5,3,4,1,0,Yes,Yes,2015-03-30,2015-08-24
241,39,Male,Marketing,Engineer,Masters,Single,Hyderabad,198756,11,0,6,3,1,4,7,Yes,No,2019-05-03,
242,44,Female,R&D,Engineer,Bachelors,Divorced,Mumbai,109570,16,4,3,2,1,4,9,No,No,2020-04-17,
243,35,Female,Sales,Engineer,Masters,Single,Bangalore,145426,18,10,9,1,1,1,5,No,No,2016-03-09,
244,58,Other,HR,Analyst,High School,Divorced,Mumbai,179342,15,11,0,3,3,4,7,No,No,2021-09-22,
245,23,Other,R&D,Analyst,High School,Divorced,Mumbai,117661,3,13,8,1,1,1,9,No,No,2023-03-22,
246,30,Female,R&D,Analyst,Masters,Divorced,Bangalore,54964,3,11,7,4,2,2,4,No,No,2017-05-10,
247,52,Other,HR,Manager,Bachelors,Single,Pune,115457,10,9,0,3,4,2,6,Yes,No,2015-01-10,
248,34,Male,HR,Analyst,PhD,Divorced,Hyderabad,75419,17,5,3,1,2,4,4,No,No,2017-04-20,
249,41,Male,Marketing,Specialist,Bachelors,Single,Mumbai,97794,6,0,8,1,3,2,4,No,No,2010-09-01,
250,28,Other,Operations,Engineer,High School,Married,Chennai,118605,7,13,6,3,3,4,5,No,No,2023-06-17,
251,48,Other,Sales,Specialist,Bachelors,Single,Chennai,113980,12,1,1,1,1,1,3,No,No,2015-10-14,
252,43,Male,IT,Engineer,PhD,Married,Delhi,40567,11,12,5,5,3,1,0,No,No,2012-07-18,
253,39,Female,Operations,Associate,Bachelors,Divorced,Hyderabad,101942,6,11,8,1,4,1,7,No,No,2011-09-21,
254,21,Female,Marketing,Analyst,PhD,Married,Mumbai,75147,4,2,0,3,4,4,2,No,Yes,2011-10-13,2020-02-21
255,45,Female,Operations,Associate,PhD,Married,Delhi,154153,13,6,1,5,1,4,8,No,No,2021-01-11,
256,46,Female,HR,Associate,Masters,Single,Hyderabad,161877,11,0,8,4,2,1,8,No,Yes,2014-07-12,2022-02-28
257,51,Male,IT,Manager,High School,Married,Delhi,25110,5,7,2,5,1,2,3,No,No,2022-05-11,
258,30,Other,Sales,Analyst,Masters,Divorced,Delhi,133175,2,9,4,5,2,1,5,No,No,2011-10-14,
259,58,Female,Finance,Associate,High School,Divorced,Hyderabad,84429,3,11,8,2,1,4,0,No,Yes,2020-11-30,2021-06-17
260,34,Other,IT,Analyst,High School,Married,Bangalore,89122,4,9,6,4,4,4,7,No,No,2011-04-05,
261,38,Male,HR,Engineer,High School,Married,Mumbai,165298,18,0,2,4,2,4,9,No,No,2015-07-14,
262,39,Female,Marketing,Executive,Masters,Divorced,Chennai,77775,12,3,6,1,1,3,0,Yes,No,2012-07-31,
263,48,Female,HR,Engineer,Bachelors,Divorced,Mumbai,47386,14,10,8,4,4,2,0,No,No,2021-01-16,
264,47,Male,HR,Manager,Masters,Single,Delhi,181326,13,11,6,3,1,2,4,Yes,No,2014-10-07,
265,23,Female,IT,Manager,High School,Divorced,Mumbai,74220,10,0,5,1,1,2,0,No,No,2022-10-07,
266,39,Female,R&D,Analyst,High School,Divorced,Chennai,103369,2,13,9,4,3,1,4,No,No,2014-03-27,
267,25,Other,Marketing,Analyst,Bachelors,Divorced,Chennai,128899,5,9,3,5,2,3,6,No,No,2010-07-16,
268,56,Male,Sales,Associate,PhD,Married,Bangalore,62821,8,5,8,1,3,4,7,No,No,2021-04-09,
269,44,Female,Marketing,Associate,Masters,Single,Mumbai,188553,6,2,6,5,4,2,7,No,Yes,2021-09-09,2023-07-23
270,51,Female,Finance,Specialist,Masters,Married,Mumbai,160905,12,5,8,5,1,4,7,Yes,No,2013-08-08,
271,41,Female,Operations,Manager,PhD,Divorced,Mumbai,67299,17,0,6,3,2,3,1,No,No,2023-07-24,
272,44,Male,IT,Executive,Bachelors,Single,Delhi,85428,9,9,7,5,4,2,8,No,No,2013-06-23,
273,25,Female,Operations,Executive,PhD,Married,Pune,185593,4,7,0,3,3,3,8,No,No,2017-02-26,
274,53,Male,Marketing,Manager,Bachelors,Married,Pune,27345,3,14,9,4,1,3,5,No,No,2012-09-09,
275,54,Other,Marketing,Executive,PhD,Single,Pune,174553,10,8,6,3,2,1,0,No,No,2010-06-04,
276,54,Male,HR,Engineer,PhD,Married,Pune,89184,9,4,4,3,2,2,8,No,No,2015-06-05,
277,59,Other,Operations,Specialist,Bachelors,Married,Bangalore,113269,11,7,7,1,2,4,9,No,No,2023-04-22,
278,52,Male,Finance,Analyst,Bachelors,Single,Hyderabad,83878,19,9,3,2,2,4,5,Yes,No,2015-02-04,
279,35,Female,Finance,Executive,Masters,Divorced,Delhi,38133,19,11,8,2,4,2,9,No,Yes,2016-01-30,2016-11-14
280,23,Female,IT,Engineer,PhD,Married,Pune,194023,11,0,9,4,4,3,5,No,No,2017-01-05,
281,39,Female,IT,Specialist,Bachelors,Married,Hyderabad,157924,18,10,7,1,4,2,7,Yes,No,2019-07-30,
282,56,Male,IT,Executive,Masters,Single,Chennai,77828,7,6,8,4,3,3,7,No,No,2018-08-10,
283,26,Male,HR,Analyst,High School,Divorced,Mumbai,100257,6,2,2,2,3,2,7,No,No,2010-11-11,
284,28,Other,HR,Manager,High School,Single,Mumbai,53380,15,10,4,5,4,2,5,No,No,2017-03-17,
285,29,Other,Finance,Engineer,Bachelors,Single,Chennai,82987,10,13,6,3,4,1,6,Yes,No,2021-07-09,
286,54,Female,Finance,Engineer,Bachelors,Divorced,Chennai,21283,5,9,6,1,4,3,4,No,No,2010-05-18,
287,45,Other,Sales,Engineer,High School,Married,Delhi,112051,1,9,4,2,3,1,8,No,No,2010-04-26,
288,39,Other,IT,Specialist,PhD,Married,Delhi,101835,10,1,8,5,1,4,1,No,No,2023-06-14,
289,50,Female,R&D,Specialist,Masters,Married,Mumbai,89615,0,4,2,2,4,2,8,No,No,2011-06-19,
290,31,Other,HR,Manager,High School,Single,Bangalore,125400,15,5,0,2,1,4,2,Yes,Yes,2021-04-04,2022-10-12
291,54,Male,R&D,Associate,Bachelors,Married,Hyderabad,152161,2,7,7,1,4,3,6,Yes,No,2013-01-06,
292,21,Other,HR,Associate,Masters,Single,Chennai,41447,2,3,9,3,1,3,5,No,No,2013-08-10,
293,34,Male,Sales,Specialist,PhD,Married,Pune,175024,6,8,2,2,4,1,1,No,Yes,2010-01-17,2019-11-15
294,47,Male,R&D,Executive,PhD,Divorced,Hyderabad,87990,1,7,5,5,2,4,4,No,No,2010-06-02,
295,50,Female,Marketing,Analyst,High School,Divorced,Mumbai,32109,19,0,8,1,4,4,9,No,No,2016-09-11,
296,39,Female,IT,Associate,Bachelors,Married,Chennai,35282,2,9,2,1,1,4,3,No,Yes,2010-02-16,2016-04-28
297,29,Female,Sales,Executive,Bachelors,Divorced,Chennai,31002,18,14,3,1,2,4,5,Yes,No,2021-11-21,
298,37,Male,Finance,Analyst,Bachelors,Single,Hyderabad,69437,8,0,7,5,4,1,4,Yes,Yes,2014-11-23,2020-03-03
299,50,Male,HR,Analyst,PhD,Married,Pune,183834,3,11,7,3,2,1,5,No,No,2015-04-28,
300,36,Male,IT,Specialist,Bachelors,Divorced,Mumbai,55292,16,13,2,3,3,4,1,No,Yes,2013-06-09,2023-06-24
301,40,Female,Operations,Associate,PhD,Divorced,Mumbai,64900,2,11,0,4,1,1,8,No,No,2020-10-25,
302,37,Male,Marketing,Specialist,Bachelors,Divorced,Chennai,69879,0,7,6,2,3,4,5,No,No,2018-11-15,
303,39,Female,HR,Executive,Bachelors,Divorced,Pune,46649,19,12,5,5,4,1,2,No,No,2023-05-14,
304,24,Other,IT,Analyst,Masters,Single,Pune,169302,6,11,3,4,2,4,2,No,No,2017-09-01,
305,54,Other,HR,Specialist,Masters,Married,Mumbai,31190,8,0,7,3,3,2,5,No,No,2011-05-21,
306,32,Female,IT,Specialist,PhD,Married,Pune,48933,7,2,9,1,1,1,0,No,Yes,2021-08-18,2022-07-23
307,40,Other,R&D,Manager,PhD,Single,Hyderabad,116055,16,12,5,4,1,2,0,Yes,No,2016-12-29,
308,53,Other,R&D,Analyst,High School,Married,Chennai,116038,16,13,9,4,3,2,8,No,Yes,2019-01-02,2023-11-28
309,37,Other,Marketing,Associate,Masters,Married,Hyderabad,53623,18,10,6,4,3,1,6,No,Yes,2021-12-18,2023-07-21
310,39,Female,R&D,Analyst,Bachelors,Married,Hyderabad,172458,12,14,0,3,4,4,2,No,No,2014-12-07,
311,32,Other,Operations,Manager,PhD,Single,Mumbai,173504,12,9,6,3,4,2,4,Yes,No,2015-07-14,
312,43,Female,R&D,Specialist,Masters,Married,Delhi,186892,14,6,0,2,3,4,1,Yes,No,2014-01-27,
313,53,Other,Marketing,Engineer,Masters,Married,Hyderabad,44995,17,4,2,3,3,4,7,No,No,2011-07-09,
314,35,Female,Sales,Specialist,High School,Married,Pune,165448,6,1,8,4,2,2,2,No,Yes,2014-01-02,2019-05-01
315,38,Female,R&D,Associate,Bachelors,Single,Pune,90194,8,8,6,3,4,3,3,No,Yes,2013-06-29,2019-07-03
316,49,Male,Operations,Engineer,PhD,Married,Pune,181445,2,13,7,5,2,1,8,No,No,2019-01-31,
317,21,Other,Operations,Engineer,PhD,Divorced,Bangalore,199510,12,14,9,4,1,1,0,Yes,No,2010-08-28,
318,44,Male,HR,Executive,High School,Single,Hyderabad,58392,5,11,4,4,2,3,1,No,No,2020-09-04,
319,29,Male,Operations,Engineer,High School,Single,Delhi,187860,5,9,1,4,4,3,2,No,Yes,2013-08-22,2021-11-20
320,43,Other,HR,Executive,Bachelors,Divorced,Pune,102279,10,9,8,5,2,4,0,No,No,2013-03-06,
321,48,Female,Marketing,Specialist,High School,Single,Bangalore,88803,4,7,0,5,1,3,3,No,No,2022-12-28,
322,38,Female,R&D,Associate,Masters,Married,Delhi,22011,2,10,0,5,1,2,4,No,No,2021-04-11,
323,32,Other,R&D,Manager,PhD,Married,Bangalore,115040,3,0,1,4,1,2,7,No,No,2020-05-21,
324,24,Male,Marketing,Engineer,Bachelors,Single,Bangalore,27597,10,10,9,1,3,2,5,No,No,2011-03-10,
325,50,Female,Finance,Specialist,High School,Single,Hyderabad,153241,4,9,4,2,3,3,5,No,No,2019-06-30,
326,49,Male,Marketing,Associate,High School,Divorced,Delhi,81516,14,13,3,4,1,1,5,No,No,2022-08-22,
327,33,Male,R&D,Executive,Bachelors,Single,Hyderabad,96449,12,5,4,4,3,3,2,No,Yes,2015-01-15,2022-06-22
328,41,Male,HR,Executive,High School,Divorced,Delhi,195021,11,4,6,1,4,3,0,No,No,2011-06-26,
329,55,Other,Sales,Executive,PhD,Divorced,Bangalore,57772,14,1,3,5,3,1,0,No,Yes,2012-06-18,2019-07-29
330,42,Male,Sales,Engineer,Bachelors,Single,Hyderabad,197912,18,4,6,4,1,4,4,No,No,2014-11-12,
331,39,Male,IT,Specialist,PhD,Married,Chennai,190047,1,10,5,3,1,3,5,Yes,No,2011-09-01,
332,48,Female,Sales,Engineer,PhD,Single,Mumbai,27684,16,7,3,5,1,2,9,No,No,2022-08-04,
333,39,Other,Marketing,Engineer,High School,Divorced,Pune,123065,15,11,3,4,4,2,6,No,Yes,2012-07-05,2013-04-09
334,53,Male,Marketing,Associate,PhD,Divorced,Mumbai,142813,14,10,8,3,3,2,0,No,No,2015-01-12,
335,38,Male,Marketing,Associate,Bachelors,Divorced,Mumbai,172155,18,14,3,1,3,1,2,Yes,No,2018-08-17,
336,37,Female,Marketing,Executive,PhD,Single,Pune,22384,16,0,7,5,3,3,5,Yes,Yes,2021-07-06,2023-05-07
337,51,Female,Marketing,Specialist,PhD,Married,Pune,110102,15,1,5,1,1,2,2,No,Yes,2019-10-13,2020-12-03
338,41,Other,Sales,Executive,Masters,Single,Delhi,71151,11,1,8,5,4,3,7,No,Yes,2016-01-27,2018-04-29
339,55,Male,R&D,Engineer,Bachelors,Divorced,Delhi,97842,17,7,9,3,1,4,6,Yes,No,2016-12-18,
340,56,Other,Finance,Associate,PhD,Divorced,Hyderabad,183864,4,0,4,5,1,4,7,No,Yes,2020-09-30,2022-04-27
341,21,Other,HR,Associate,Masters,Divorced,Hyderabad,171203,2,1,7,1,3,1,1,Yes,No,2020-08-10,
342,50,Male,Operations,Engineer,PhD,Divorced,Hyderabad,120318,5,10,2,5,4,3,1,Yes,No,2011-04-18,
343,58,Female,Finance,Analyst,Bachelors,Married,Chennai,42031,1,7,0,2,3,2,9,Yes,Yes,2012-05-04,2014-11-09
344,22,Male,R&D,Engineer,Masters,Divorced,Pune,131041,12,7,1,3,3,3,7,Yes,No,2016-07-01,
345,47,Other,IT,Manager,High School,Single,Pune,121084,6,4,6,1,1,1,8,Yes,Yes,2010-05-22,2020-09-27
346,39,Female,Finance,Specialist,Bachelors,Single,Delhi,131668,18,8,8,4,2,3,0,No,Yes,2016-04-24,2018-05-17
347,30,Other,Sales,Analyst,Bachelors,Single,Chennai,109571,7,5,3,2,4,4,1,Yes,No,2015-07-20,
348,44,Other,Marketing,Engineer,Masters,Single,Pune,66101,3,12,6,5,4,2,6,Yes,No,2022-03-21,
349,54,Male,R&D,Associate,PhD,Single,Mumbai,199838,10,8,0,5,3,1,0,No,No,2017-11-24,
350,52,Other,Marketing,Specialist,High School,Married,Pune,195829,5,0,6,3,4,2,7,Yes,Yes,2020-02-23,2022-01-23
351,49,Other,IT,Specialist,Masters,Married,Pune,192699,10,8,0,2,3,3,8,No,No,2014-10-21,
352,56,Female,IT,Engineer,Bachelors,Divorced,Chennai,167281,14,2,2,3,1,2,7,No,No,2021-01-13,
353,43,Female,HR,Engineer,PhD,Single,Delhi,190201,0,11,8,3,4,3,9,Yes,Yes,2010-10-09,2016-01-14
354,33,Female,Marketing,Manager,PhD,Married,Pune,49796,0,7,0,4,4,3,8,Yes,No,2016-10-09,
355,39,Female,Finance,Associate,High School,Divorced,Mumbai,25842,11,4,9,1,1,1,5,No,Yes,2010-10-31,2017-06-06
356,55,Female,HR,Executive,High School,Married,Mumbai,87055,17,13,2,1,4,1,6,No,No,2017-07-25,
357,33,Female,Marketing,Engineer,Bachelors,Married,Mumbai,131715,1,8,8,1,2,3,5,No,No,2014-06-11,
358,43,Other,IT,Associate,Bachelors,Divorced,Delhi,127692,12,1,8,2,4,4,6,Yes,No,2014-07-11,
359,26,Other,HR,Associate,PhD,Married,Chennai,78283,7,5,5,4,1,4,4,Yes,No,2012-09-16,
360,30,Other,Finance,Specialist,Masters,Single,Bangalore,82507,14,4,9,1,2,1,4,No,No,2018-12-28,
361,37,Other,Sales,Analyst,PhD,Single,Chennai,190851,13,9,2,4,1,3,5,No,No,2023-10-24,
362,44,Male,Marketing,Executive,PhD,Married,Mumbai,32828,10,8,3,2,2,4,9,No,No,2010-05-29,
363,48,Female,Marketing,Manager,Masters,Married,Mumbai,194863,14,0,7,1,4,2,5,Yes,No,2015-08-24,
364,50,Male,Sales,Analyst,Bachelors,Married,Hyderabad,144577,4,5,6,4,4,4,4,No,No,2019-04-30,
365,27,Male,Finance,Analyst,Bachelors,Married,Hyderabad,71955,11,10,4,5,4,1,6,No,No,2017-09-28,
366,52,Other,Sales,Specialist,High School,Married,Mumbai,24426,7,0,6,2,1,4,7,Yes,No,2013-01-26,
367,23,Male,IT,Associate,High School,Single,Mumbai,126984,1,1,6,5,4,2,3,No,Yes,2013-10-26,2017-11-04
368,25,Other,Sales,Executive,Masters,Married,Hyderabad,177495,19,1,5,2,1,1,9,Yes,No,2014-09-18,
369,46,Other,Marketing,Analyst,High School,Single,Pune,133688,9,10,2,5,3,1,4,No,Yes,2010-11-09,2014-12-25
370,51,Other,Sales,Specialist,Masters,Married,Mumbai,94218,0,0,3,4,2,4,5,No,No,2012-01-06,
371,46,Other,Marketing,Executive,Masters,Married,Pune,128272,17,4,3,3,4,1,7,Yes,No,2017-05-28,
372,47,Other,R&D,Executive,Masters,Married,Pune,195841,14,12,9,1,1,2,4,No,No,2016-10-26,
373,38,Other,R&D,Specialist,PhD,Married,Hyderabad,51433,13,12,2,5,2,2,7,Yes,No,2016-07-22,
374,53,Other,HR,Specialist,High School,Divorced,Delhi,175344,15,10,1,4,3,3,5,Yes,Yes,2017-08-06,2020-05-13
375,46,Female,Operations,Analyst,Masters,Married,Delhi,96221,11,10,4,2,1,2,2,Yes,No,2010-02-12,
376,38,Other,HR,Manager,Masters,Single,Mumbai,181945,5,3,2,4,1,3,1,No,No,2015-06-05,
377,36,Female,Operations,Analyst,Masters,Divorced,Chennai,75745,1,6,7,4,1,2,7,No,No,2012-04-16,
378,50,Male,Marketing,Associate,High School,Single,Bangalore,172614,16,10,3,4,4,2,5,No,No,2023-06-10,
379,57,Female,IT,Analyst,Bachelors,Married,Delhi,42601,3,4,9,2,3,3,4,Yes,No,2023-12-10,
380,22,Other,Sales,Associate,Bachelors,Married,Mumbai,171094,7,10,5,4,1,3,8,No,No,2021-05-19,
381,30,Other,Sales,Associate,PhD,Married,Delhi,88323,8,5,7,1,3,3,1,No,No,2012-05-18,
382,49,Male,R&D,Manager,Masters,Divorced,Hyderabad,105744,2,3,3,3,1,2,2,Yes,Yes,2016-07-10,2022-05-10
383,46,Female,IT,Manager,PhD,Married,Hyderabad,39149,16,1,3,3,1,4,4,No,No,2019-05-17,
384,21,Female,HR,Executive,Bachelors,Divorced,Hyderabad,35417,12,3,3,2,3,2,8,Yes,No,2010-07-08,
385,37,Female,Sales,Executive,PhD,Single,Delhi,63361,12,8,3,2,1,4,7,No,Yes,2013-01-12,2023-03-09
386,46,Male,Sales,Executive,High School,Single,Pune,128946,12,11,6,3,3,3,6,No,No,2020-01-19,
387,34,Male,HR,Analyst,High School,Divorced,Mumbai,153251,9,3,1,2,4,1,7,Yes,No,2023-06-30,
388,59,Female,Sales,Manager,Bachelors,Married,Mumbai,164941,13,8,3,5,2,3,2,No,No,2014-11-27,
389,44,Female,Marketing,Specialist,Bachelors,Married,Chennai,129850,7,14,3,4,2,1,7,No,No,2022-03-29,
390,54,Male,IT,Specialist,PhD,Divorced,Mumbai,142808,16,6,4,4,4,4,6,No,No,2018-12-28,
391,26,Female,Operations,Executive,High School,Married,Delhi,54148,9,7,6,2,3,2,4,No,No,2010-12-13,
392,42,Female,Operations,Engineer,PhD,Single,Hyderabad,173390,3,11,5,3,3,3,3,No,No,2020-11-16,
393,43,Female,IT,Executive,Bachelors,Married,Chennai,71001,17,13,4,2,1,4,2,Yes,No,2010-08-09,
394,56,Other,Finance,Engineer,Bachelors,Married,Hyderabad,146479,7,0,6,4,3,2,9,Yes,No,2020-07-22,
395,29,Female,Operations,Associate,Masters,Married,Mumbai,72874,9,5,8,4,1,4,3,No,No,2018-03-21,
396,57,Male,HR,Engineer,Masters,Single,Delhi,182917,16,0,8,4,3,4,0,No,Yes,2015-05-16,2023-12-06
397,35,Female,Operations,Associate,PhD,Married,Chennai,158335,6,10,5,3,1,3,6,Yes,No,2019-11-08,
398,37,Female,Sales,Manager,High School,Married,Hyderabad,170945,8,12,8,1,1,2,5,No,No,2020-01-24,
399,37,Female,Operations,Associate,Masters,Divorced,Chennai,61520,11,14,6,2,4,1,0,No,Yes,2022-12-14,2023-11-20
400,52,Other,Operations,Analyst,PhD,Single,Delhi,149887,3,1,0,3,3,3,3,Yes,Yes,2018-04-21,2022-03-30
401,53,Other,HR,Analyst,Bachelors,Single,Bangalore,90305,3,7,2,3,2,1,0,No,No,2022-09-24,
402,21,Male,Sales,Associate,Masters,Single,Delhi,59194,15,5,7,2,1,4,2,No,Yes,2011-10-31,2023-11-18
403,30,Other,HR,Specialist,PhD,Single,Chennai,76408,19,14,3,3,4,3,1,No,No,2014-11-20,
404,57,Other,Marketing,Manager,High School,Married,Hyderabad,147815,6,13,7,5,3,3,1,No,No,2020-11-20,
405,38,Female,Marketing,Analyst,Bachelors,Divorced,Chennai,73747,15,7,0,1,1,4,4,No,No,2022-07-27,
406,37,Female,Sales,Specialist,Bachelors,Single,Mumbai,39552,4,8,4,3,2,4,0,Yes,No,2019-07-13,
407,39,Other,Finance,Engineer,Masters,Divorced,Mumbai,142746,1,13,6,4,4,1,3,No,No,2019-02-06,
408,34,Male,IT,Executive,Masters,Single,Pune,124245,19,12,7,3,2,3,9,No,No,2010-01-28,
409,49,Female,Sales,Executive,Bachelors,Married,Hyderabad,161633,5,9,4,4,4,2,8,No,Yes,2011-07-20,2012-08-09
410,47,Female,IT,Specialist,Masters,Married,Hyderabad,146155,6,10,2,5,2,2,8,No,No,2012-01-05,
411,44,Male,IT,Specialist,PhD,Married,Delhi,96361,5,5,9,3,3,3,6,Yes,No,2019-09-16,
412,40,Other,Finance,Specialist,Masters,Single,Bangalore,88136,19,11,2,5,4,3,1,Yes,No,2020-01-08,
413,23,Female,Operations,Analyst,High School,Married,Hyderabad,148133,14,10,9,4,1,1,5,No,Yes,2012-08-21,2017-09-29
414,22,Male,IT,Manager,Masters,Divorced,Delhi,49084,3,0,2,1,2,1,9,No,No,2011-03-18,
415,41,Female,HR,Executive,High School,Single,Bangalore,119575,3,1,8,5,1,4,0,Yes,No,2021-10-05,
416,29,Other,Sales,Engineer,High School,Divorced,Pune,85618,0,9,3,2,1,1,9,No,No,2011-03-18,
417,58,Other,HR,Manager,PhD,Married,Hyderabad,129200,9,1,5,2,2,3,3,No,No,2015-04-03,
418,48,Other,Marketing,Analyst,High School,Single,Pune,89212,8,10,9,5,3,4,0,No,No,2016-05-19,
419,40,Female,Sales,Engineer,Bachelors,Single,Delhi,113863,6,0,4,5,3,3,3,Yes,No,2010-11-12,
420,25,Female,R&D,Specialist,High School,Married,Bangalore,25039,1,7,1,2,3,2,9,No,No,2022-05-18,
421,50,Male,Operations,Analyst,High School,Married,Hyderabad,78671,9,1,5,3,3,3,3,No,No,2023-05-19,
422,23,Male,Marketing,Engineer,PhD,Single,Delhi,120297,5,0,6,4,4,3,7,Yes,No,2013-06-06,
423,29,Female,HR,Associate,PhD,Single,Chennai,194588,5,10,8,3,3,1,0,No,No,2023-11-23,
424,41,Female,HR,Analyst,PhD,Single,Pune,121121,10,10,5,3,2,4,3,No,No,2023-02-11,
425,35,Other,Operations,Specialist,Bachelors,Married,Chennai,198267,17,1,5,4,4,3,9,Yes,Yes,2014-12-11,2015-09-22
426,27,Female,Finance,Analyst,Masters,Married,Chennai,121948,10,5,7,5,4,4,0,No,No,2022-10-09,
427,21,Male,Marketing,Analyst,High School,Divorced,Chennai,87173,5,4,4,2,1,2,4,No,No,2014-02-28,
428,40,Other,R&D,Associate,Masters,Divorced,Delhi,167026,2,3,4,3,1,4,7,No,No,2014-01-12,
429,44,Male,Sales,Executive,High School,Single,Delhi,153663,4,3,9,1,1,2,9,No,No,2014-01-03,
430,41,Other,R&D,Manager,Masters,Married,Chennai,151208,5,2,2,4,3,2,8,No,No,2013-07-10,
431,37,Other,Marketing,Specialist,Bachelors,Divorced,Mumbai,36322,8,12,4,3,3,1,3,Yes,No,2017-03-05,
432,37,Other,Marketing,Manager,Masters,Single,Mumbai,129814,7,4,1,4,1,2,1,Yes,Yes,2022-07-26,2022-09-13
433,50,Male,Finance,Analyst,Bachelors,Married,Chennai,127216,10,9,2,4,2,2,9,No,No,2019-06-05,
434,54,Male,Marketing,Executive,Bachelors,Single,Bangalore,197385,10,13,6,3,3,3,5,Yes,No,2020-07-23,
435,48,Female,Sales,Associate,PhD,Single,Hyderabad,74935,7,10,8,3,3,1,0,No,No,2022-07-13,
436,21,Female,Finance,Associate,Masters,Divorced,Mumbai,181121,18,12,5,4,1,2,0,No,No,2012-03-14,
437,59,Other,R&D,Associate,PhD,Divorced,Mumbai,104607,16,6,4,5,2,1,2,Yes,No,2016-05-10,
438,21,Other,IT,Engineer,Masters,Single,Mumbai,56413,16,10,8,5,3,1,2,No,No,2018-02-24,
439,52,Male,Operations,Analyst,PhD,Married,Hyderabad,198969,15,8,5,1,4,1,7,No,No,2023-04-19,
440,42,Other,Operations,Engineer,High School,Divorced,Chennai,34671,8,2,2,5,2,1,6,No,No,2023-07-14,
441,22,Female,R&D,Executive,PhD,Single,Pune,138696,12,14,2,1,3,1,8,No,Yes,2021-07-07,2022-08-07
442,22,Other,HR,Analyst,PhD,Married,Pune,97535,7,5,5,1,4,3,8,No,No,2015-11-26,
443,38,Female,Finance,Analyst,PhD,Single,Mumbai,199009,12,12,5,2,3,4,9,No,No,2022-05-11,
444,34,Female,Marketing,Associate,Bachelors,Divorced,Hyderabad,173407,7,10,6,2,2,4,3,Yes,No,2015-10-11,
445,52,Other,HR,Executive,PhD,Single,Pune,28026,10,1,0,3,1,4,1,No,No,2017-12-24,
446,45,Female,Operations,Specialist,PhD,Married,Chennai,112067,7,8,9,2,2,1,6,No,No,2013-04-27,
447,55,Other,Finance,Manager,High School,Divorced,Delhi,83972,18,11,6,2,4,1,5,No,No,2019-04-27,
448,43,Female,HR,Executive,PhD,Married,Hyderabad,37374,2,4,9,4,4,2,4,No,No,2023-12-09,
449,32,Other,R&D,Analyst,High School,Married,Chennai,138028,10,5,7,1,4,3,8,Yes,No,2014-04-01,
450,50,Female,Operations,Analyst,High School,Divorced,Chennai,26859,9,11,0,1,2,2,1,No,No,2020-12-11,
451,38,Female,Sales,Specialist,High School,Married,Pune,27485,16,13,5,3,1,3,2,No,No,2021-03-03,
452,21,Other,IT,Analyst,Bachelors,Divorced,Hyderabad,182781,12,11,4,1,2,2,3,No,No,2017-09-27,
453,35,Other,Sales,Associate,Masters,Married,Pune,63395,5,7,3,2,2,1,3,No,Yes,2016-11-26,2017-02-05
454,21,Male,IT,Manager,PhD,Single,Pune,23748,5,12,4,2,4,3,4,No,No,2023-03-24,
455,26,Male,IT,Associate,Bachelors,Single,Chennai,148216,13,10,7,4,4,3,6,No,No,2017-09-03,
456,22,Female,Sales,Engineer,Masters,Married,Mumbai,101159,10,0,5,2,1,4,5,Yes,No,2018-09-28,
457,51,Male,HR,Specialist,High School,Married,Chennai,94842,9,2,2,4,3,3,0,No,No,2011-02-07,
458,41,Male,Sales,Associate,High School,Single,Delhi,45525,10,13,4,4,3,2,5,Yes,No,2021-10-01,
459,52,Male,Finance,Engineer,PhD,Married,Hyderabad,85206,14,10,9,2,3,3,4,No,No,2023-08-14,
460,45,Female,IT,Engineer,Masters,Single,Chennai,95324,18,10,1,5,2,1,8,Yes,No,2014-01-17,
